evrk_section_code,evrk_section_title,evrk_chapter_code,evrk_chapter_title,evrk_group_code,evrk_group_title,evrk_class_code,evrk_class_title,evrk_subclass_code,evrk_subclass_title,object_id
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,201,"Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba",2013,Kitų pagrindinių neorganinių chemikalų gamyba,201300,Kitų pagrindinių neorganinių chemikalų gamyba,321
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,201,"Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba",2015,Trąšų ir azoto junginių gamyba,201500,Trąšų ir azoto junginių gamyba,322
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,204,"Muilo ir ploviklių, valiklių ir blizgiklių, kvepalų ir tualeto priemonių gamyba",2042,Kvepalų ir tualeto priemonių gamyba,204200,Kvepalų ir tualeto priemonių gamyba,323
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,205,Kitų cheminių medžiagų gamyba,2059,"Kitų, niekur kitur nepriskirtų, cheminių medžiagų gamyba",205940,Rašalo ir tušo gamyba,324
C,Apdirbamoji gamyba,21,Pagrindinių vaistų pramonės gaminių ir farmacinių preparatų gamyba,212,Farmacinių preparatų gamyba,2120,Farmacinių preparatų gamyba,212000,Farmacinių preparatų gamyba,325
C,Apdirbamoji gamyba,21,Pagrindinių vaistų pramonės gaminių ir farmacinių preparatų gamyba,212,Farmacinių preparatų gamyba,2120,Farmacinių preparatų gamyba,212020,Veterinarinių vaistų gamyba,326
C,Apdirbamoji gamyba,22,Guminių ir plastikinių gaminių gamyba,221,Guminių gaminių gamyba,2211,Guminių padangų ir kamerų gamyba; guminių padangų restauravimas ir atnaujinimas,221100,Guminių padangų ir kamerų gamyba; guminių padangų restauravimas ir atnaujinimas,327
C,Apdirbamoji gamyba,22,Guminių ir plastikinių gaminių gamyba,221,Guminių gaminių gamyba,2219,Kitų guminių gaminių gamyba,221900,Kitų guminių gaminių gamyba,328
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,231,Stiklo ir stiklo gaminių bei dirbinių gamyba,2310,Stiklo ir stiklo gaminių bei dirbinių gamyba,231000,Stiklo ir stiklo gaminių bei dirbinių gamyba,329
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,231,Stiklo ir stiklo gaminių bei dirbinių gamyba,2312,Plokščiojo stiklo pjaustymas ir apdorojimas,231200,Plokščiojo stiklo pjaustymas ir apdorojimas,330
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,231,Stiklo ir stiklo gaminių bei dirbinių gamyba,2314,Stiklo pluoštų gamyba,231400,Stiklo pluoštų gamyba,331
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,233,Statybinių medžiagų iš molio gamyba,2331,Keraminių apdailos ir šaligatvio plytelių gamyba,233110,Koklių gamyba,332
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,233,Statybinių medžiagų iš molio gamyba,2332,"Degto molio plytų, plytelių ir statybinių dirbinių gamyba",233200,"Degto molio plytų, plytelių ir statybinių dirbinių gamyba",333
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,234,Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba,2340,Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba,234000,Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba,334
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,234,Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba,2342,Keraminių santechnikos gaminių ir dirbinių gamyba,234200,Keraminių santechnikos gaminių ir dirbinių gamyba,335
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,235,"Cemento, kalkių ir gipso gamyba",2352,Kalkių ir gipso gamyba,235200,Kalkių ir gipso gamyba,336
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,236,"Betono, cemento ir gipso gaminių bei dirbinių gamyba",2360,"Betono, cemento ir gipso gaminių bei dirbinių gamyba",236000,"Betono, cemento ir gipso gaminių bei dirbinių gamyba",337
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,236,"Betono, cemento ir gipso gaminių bei dirbinių gamyba",2365,Fibrolito gamyba,236500,Fibrolito gamyba,338
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,237,"Akmens pjaustymas, tašymas ir apdailinimas",2370,"Akmens pjaustymas, tašymas ir apdailinimas",237000,"Akmens pjaustymas, tašymas ir apdailinimas",339
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,239,Abrazyvinių gaminių ir niekur kitur nepriskirtų nemetalo mineralinių produktų gamyba,2399,"Kitų, niekur kitur nepriskirtų, nemetalo mineralinių produktų gamyba",239920,Frikcinių medžiagų ir jų gaminių gamyba,340
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,244,Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba,2441,Tauriųjų metalų gamyba,244100,Tauriųjų metalų gamyba,341
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,245,Metalų liejinių gamyba,2452,Plieno liejinių gamyba,245200,Plieno liejinių gamyba,342
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",251,Konstrukcinių metalo gaminių gamyba,2510,Konstrukcinių metalo gaminių gamyba,251000,Konstrukcinių metalo gaminių gamyba,343
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",257,"Valgomųjų įrankių, kitų įrankių ir bendrųjų metalo dirbinių gamyba",2573,Kitų įrankių gamyba,257300,Kitų įrankių gamyba,344
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",259,Kitų metalo gaminių gamyba,2590,Kitų metalo gaminių gamyba,259000,Kitų metalo gaminių gamyba,345
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",259,Kitų metalo gaminių gamyba,2591,Plieninių statinių ir panašių talpyklų gamyba,259100,Plieninių statinių ir panašių talpyklų gamyba,346
C,Apdirbamoji gamyba,26,"Kompiuterinių, elektroninių ir optinių gaminių gamyba",262,Kompiuterių ir išorinės įrangos gamyba,2620,Kompiuterių ir išorinės įrangos gamyba,262000,Kompiuterių ir išorinės įrangos gamyba,347
C,Apdirbamoji gamyba,26,"Kompiuterinių, elektroninių ir optinių gaminių gamyba",265,"Matavimo, bandymo, navigacinės ir kontrolės įrangos gamyba; įvairių tipų laikrodžių gamyba",2651,"Matavimo, bandymo, navigacinės ir kontrolės įrangos prietaisų ir aparatų gamyba",265100,"Matavimo, bandymo, navigacinės ir kontrolės įrangos prietaisų ir aparatų gamyba",348
C,Apdirbamoji gamyba,26,"Kompiuterinių, elektroninių ir optinių gaminių gamyba",266,"Švitinimo, elektromedicininės ir elektroterapinės įrangos gamyba",2660,"Švitinimo, elektromedicininės ir elektroterapinės įrangos gamyba",266000,"Švitinimo, elektromedicininės ir elektroterapinės įrangos gamyba",349
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,271,"Elektros variklių, generatorių, transformatorių bei elektros skirstomosios ir valdymo įrangos gamyba",2710,"Elektros variklių, generatorių, transformatorių bei elektros skirstomosios ir valdymo įrangos gamyba",271000,"Elektros variklių, generatorių, transformatorių bei elektros skirstomosios ir valdymo įrangos gamyba",350
F,Statyba,43,Specializuota statybos veikla,431,Statinių nugriovimas ir statybvietės paruošimas,4311,Statinių nugriovimas,431100,Statinių nugriovimas,351
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,271,"Elektros variklių, generatorių, transformatorių bei elektros skirstomosios ir valdymo įrangos gamyba",2712,Elektros skirstomosios ir valdymo įrangos gamyba,271200,Elektros skirstomosios ir valdymo įrangos gamyba,352
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,273,Laidų ir instaliacijos įtaisų gamyba,2731,Skaidulinės optikos kabelių gamyba,273100,Skaidulinės optikos kabelių gamyba,353
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,273,Laidų ir instaliacijos įtaisų gamyba,2732,Kitų elektronikos bei elektros laidų ir kabelių gamyba,273200,Kitų elektronikos bei elektros laidų ir kabelių gamyba,354
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,273,Laidų ir instaliacijos įtaisų gamyba,2733,Instaliacijos įtaisų gamyba,273300,Instaliacijos įtaisų gamyba,355
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,281,Bendrosios paskirties mašinų gamyba,2814,Kitų čiaupų ir sklendžių gamyba,281400,Kitų čiaupų ir sklendžių gamyba,356
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,281,Bendrosios paskirties mašinų gamyba,2815,"Guolių, krumpliaračių, krumplinių pavarų ir varomųjų elementų gamyba",281500,"Guolių, krumpliaračių, krumplinių pavarų ir varomųjų elementų gamyba",357
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,282,Kitų bendrosios paskirties mašinų ir įrangos gamyba,2820,Kitų bendrosios paskirties mašinų ir įrangos gamyba,282000,Kitų bendrosios paskirties mašinų ir įrangos gamyba,358
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,282,Kitų bendrosios paskirties mašinų ir įrangos gamyba,2821,"Orkaičių, krosnių ir krosnių degiklių gamyba",282100,"Orkaičių, krosnių ir krosnių degiklių gamyba",359
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,282,Kitų bendrosios paskirties mašinų ir įrangos gamyba,2829,"Kitų, niekur kitur nepriskirtų, bendrosios paskirties mašinų ir įrangos gamyba",282900,"Kitų, niekur kitur nepriskirtų, bendrosios paskirties mašinų ir įrangos gamyba",360
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,289,Kitų specialiosios paskirties mašinų gamyba,2891,Metalurgijos mašinų gamyba,289100,Metalurgijos mašinų gamyba,361
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,289,Kitų specialiosios paskirties mašinų gamyba,2893,"Maisto, gėrimų ir tabako apdorojimo mašinų gamyba",289300,"Maisto, gėrimų ir tabako apdorojimo mašinų gamyba",362
C,Apdirbamoji gamyba,29,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",290,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",2900,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",290000,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",363
C,Apdirbamoji gamyba,29,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",293,Variklinių transporto priemonių dalių ir pagalbinių reikmenų gamyba,2932,Variklinių transporto priemonių kitų dalių ir reikmenų gamyba,293200,Variklinių transporto priemonių kitų dalių ir reikmenų gamyba,364
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,309,Niekur kitur nepriskirtų transporto priemonių gamyba,3092,Dviračių ir invalidų vežimėlių gamyba,309200,Dviračių ir invalidų vežimėlių gamyba,365
C,Apdirbamoji gamyba,31,Baldų gamyba,310,Baldų gamyba,3100,Baldų gamyba,310000,Baldų gamyba,366
C,Apdirbamoji gamyba,32,Kita gamyba,323,Sporto reikmenų gamyba,3230,Sporto reikmenų gamyba,323000,Sporto reikmenų gamyba,367
C,Apdirbamoji gamyba,32,Kita gamyba,324,Žaidimų ir žaislų gamyba,3240,Žaidimų ir žaislų gamyba,324020,Plastikinių žaislų gamyba,368
C,Apdirbamoji gamyba,32,Kita gamyba,324,Žaidimų ir žaislų gamyba,3240,Žaidimų ir žaislų gamyba,324070,Elektrinių žaislų ir žaidimų gamyba,369
C,Apdirbamoji gamyba,32,Kita gamyba,329,Niekur kitur nepriskirta gamyba,3291,Šluotų ir šepečių gamyba,329100,Šluotų ir šepečių gamyba,370
C,Apdirbamoji gamyba,32,Kita gamyba,329,Niekur kitur nepriskirta gamyba,3299,"Kita, niekur kitur nepriskirta, gamyba",329900,"Kita, niekur kitur nepriskirta, gamyba",371
C,Apdirbamoji gamyba,32,Kita gamyba,329,Niekur kitur nepriskirta gamyba,3299,"Kita, niekur kitur nepriskirta, gamyba",329910,Medinių karstų ir kitų laidojimo reikmenų gamyba,372
C,Apdirbamoji gamyba,33,Mašinų ir įrangos remontas ir įrengimas,331,"Metalo gaminių, mašinų ir įrangos remontas",3316,Orlaivių ir erdvėlaivių remontas ir techninė priežiūra,331600,Orlaivių ir erdvėlaivių remontas ir techninė priežiūra,373
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",350,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",3500,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",350000,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",374
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",351,"Elektros energijos gamyba, perdavimas ir paskirstymas",3513,Elektros paskirstymas,351300,Elektros paskirstymas,375
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",352,Dujų gamyba; dujinio kuro paskirstymas dujotiekiais,3523,Dujų pardavimas dujotiekiais,352300,Dujų pardavimas dujotiekiais,376
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",353,Garo tiekimas ir oro kondicionavimas,3530,Garo tiekimas ir oro kondicionavimas,353000,Garo tiekimas ir oro kondicionavimas,377
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",353,Garo tiekimas ir oro kondicionavimas,3530,Garo tiekimas ir oro kondicionavimas,353010,Garo tiekimas,378
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",37,Nuotekų valymas,370,Nuotekų valymas,3700,Nuotekų valymas,370000,Nuotekų valymas,379
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",38,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",381,Atliekų surinkimas,3810,Atliekų surinkimas,381000,Atliekų surinkimas,380
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",38,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",383,Medžiagų atgavimas,3831,Mašinų duženų išmontavimas,383100,Mašinų duženų išmontavimas,381
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",38,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",383,Medžiagų atgavimas,3832,Išrūšiuotų medžiagų atgavimas,383200,Išrūšiuotų medžiagų atgavimas,382
F,Statyba,42,Inžinerinių statinių statyba,421,Kelių ir geležinkelių tiesimas,4211,Kelių ir automagistralių tiesimas,421100,Kelių ir automagistralių tiesimas,383
F,Statyba,42,Inžinerinių statinių statyba,421,Kelių ir geležinkelių tiesimas,4213,Tiltų ir tunelių statyba,421300,Tiltų ir tunelių statyba,384
F,Statyba,43,Specializuota statybos veikla,431,Statinių nugriovimas ir statybvietės paruošimas,4312,Statybvietės paruošimas,431220,Žemės darbai statybos aikštelėse,385
F,Statyba,43,Specializuota statybos veikla,431,Statinių nugriovimas ir statybvietės paruošimas,4312,Statybvietės paruošimas,431230,Sausinimo ir drėkinimo sistemų tiesimas,386
F,Statyba,43,Specializuota statybos veikla,431,Statinių nugriovimas ir statybvietės paruošimas,4313,Žvalgomasis gręžimas,431300,Žvalgomasis gręžimas,387
F,Statyba,43,Specializuota statybos veikla,432,"Elektros, vandentiekio ir kitos įrangos įrengimas",4321,Elektros sistemų įrengimas,432110,Pastatų ir statinių elektros tinklų įrengimas,388
F,Statyba,43,Specializuota statybos veikla,432,"Elektros, vandentiekio ir kitos įrangos įrengimas",4322,"Vandentiekio, šildymo ir oro kondicionavimo sistemų įrengimas",432200,"Vandentiekio, šildymo ir oro kondicionavimo sistemų įrengimas",389
F,Statyba,43,Specializuota statybos veikla,433,Statybos baigimas ir apdaila,4332,Staliaus dirbinių įrengimas,433200,Staliaus dirbinių įrengimas,390
F,Statyba,43,Specializuota statybos veikla,433,Statybos baigimas ir apdaila,4334,Dažymas ir stiklinimas,433400,Dažymas ir stiklinimas,391
F,Statyba,43,Specializuota statybos veikla,433,Statybos baigimas ir apdaila,4339,Kiti statybos baigiamieji ir apdailos darbai,433900,Kiti statybos baigiamieji ir apdailos darbai,392
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,45,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,452,Variklinių transporto priemonių techninė priežiūra ir remontas,4520,Variklinių transporto priemonių techninė priežiūra ir remontas,452000,Variklinių transporto priemonių techninė priežiūra ir remontas,393
